"id","composer","composition","movement","ensemble","source","transcriber","catalog_name","seconds"
2305,"Bach","WTK I, No. 14: Prelude and Fugue in F-sharp minor","1. Prelude","Solo Piano","Kimiko Ishizaka","www.bachcentral.com","BWV859",65
2307,"Bach","WTK I, No. 18: Prelude and Fugue in G-sharp minor","2. Fugue","Solo Piano","Kimiko Ishizaka","www.bachcentral.com","BWV863",137
2308,"Bach","WTK I, No. 18: Prelude and Fugue in G-sharp minor","1. Prelude","Solo Piano","Kimiko Ishizaka","www.bachcentral.com","BWV863",121
2310,"Bach","WTK I, No. 15: Prelude and Fugue in G major","1. Prelude","Solo Piano","Kimiko Ishizaka","www.bachcentral.com","BWV860",55
2313,"Beethoven","String Quartet No 15 in A minor","1. Allegro","String Quartet","European Archive","suzumedia","OP132",593
2314,"Beethoven","String Quartet No 15 in A minor","2. Allegro ma non tanto","String Quartet","European Archive","suzumedia","OP132",568
2315,"Beethoven","String Quartet No 15 in A minor","3. Molto Adagio; Andante","String Quartet","European Archive","suzumedia","OP132",1069
2318,"Beethoven","Trio in E-flat major","1. Allegro moderato","Clarinet-Cello-Piano Trio","Paul Pitman","harfesoft.de","OP38",641
2319,"Beethoven","Trio in E-flat major","2. Scherzo: Allegro ma non troppo","Clarinet-Cello-Piano Trio","Paul Pitman","harfesoft.de","OP38",620
2320,"Beethoven","Trio in E-flat major","3. Rondo: Allegro","Clarinet-Cello-Piano Trio","Paul Pitman","harfesoft.de","OP38",222
2322,"Beethoven","Piano Sonata No 23 in F minor","1. Allegro assai","Solo Piano","Paul Pitman","piano-midi.de","OP57",645
2325,"Beethoven","Piano Sonata No 23 in F minor","1. Allegro assai","Solo Piano","European Archive","piano-midi.de","OP57",551
2330,"Beethoven","Violin Sonata No 1 in D major","1. Allegro con brio","Accompanied Violin","Timothy Jones","Darren L. Slider","OP12NO1",532
2334,"Beethoven","Violin Sonata No 8 in G major","1. Allegro assai","Accompanied Violin","Edward Auer","suzumedia","OP30NO3",409
2335,"Beethoven","Violin Sonata No 8 in G major","2. Tempo di minuetto, ma molto moderato e grazioso","Accompanied Violin","Edward Auer","suzumedia","OP30NO3",422
2336,"Beethoven","Violin Sonata No 8 in G major","3. Allegro vivace","Accompanied Violin","Edward Auer","suzumedia","OP30NO3",197
2341,"Beethoven","Violin Sonata No 8 in G major","2. Tempo di minuetto, ma molto moderato e grazioso","Accompanied Violin","European Archive","suzumedia","OP30NO3",460
2342,"Beethoven","Violin Sonata No 8 in G major","3. Allegro vivace","Accompanied Violin","European Archive","suzumedia","OP30NO3",192
2343,"Beethoven","Piano Sonata No 14 in C-sharp minor","1. Adagio sostenuto","Solo Piano","Stefano Ligoratti","piano-midi.de","OP27NO2",332
2345,"Beethoven","Piano Sonata No 14 in C-sharp minor","3. Presto agitato","Solo Piano","Stefano Ligoratti","piano-midi.de","OP27NO2",443
2346,"Beethoven","Piano Sonata No 14 in C-sharp minor","1. Adagio sostenuto","Solo Piano","Paul Pitman","piano-midi.de","OP27NO2",335
2348,"Beethoven","Piano Sonata No 14 in C-sharp minor","3. Presto agitato","Solo Piano","Paul Pitman","piano-midi.de","OP27NO2",493
2350,"Beethoven","Piano Sonata No 14 in C-sharp minor","1. Adagio sostenuto","Solo Piano","Glen W. Prillaman","piano-midi.de","OP27NO2",276
2357,"Beethoven","Piano Sonata No 15 in D major","2. Andante","Solo Piano","Paul Pitman","piano-midi.de","OP28",357
2358,"Beethoven","Piano Sonata No 15 in D major","3. Scherzo: Allegro vivace","Solo Piano","Paul Pitman","piano-midi.de","OP28",137
2359,"Beethoven","Piano Sonata No 15 in D major","4. Rondo: Allegro ma non troppo","Solo Piano","Paul Pitman","piano-midi.de","OP28",304
2364,"Beethoven","Piano Sonata No 15 in D major","4. Rondo: Allegro ma non troppo","Solo Piano","Karine Gilanyan","piano-midi.de","OP28",296
2365,"Beethoven","String Quartet No 12 in E-flat major","1. Maestoso - Allegro","String Quartet","Pascal String Quartet","suzumedia","OP127",402
2366,"Beethoven","String Quartet No 12 in E-flat major","2. Adagio, ma non troppo e molto cantabile","String Quartet","Pascal String Quartet","suzumedia","OP127",941
2368,"Beethoven","String Quartet No 12 in E-flat major","4. Allegro","String Quartet","Pascal String Quartet","suzumedia","OP127",434
2371,"Beethoven","Piano Sonata No 9 in E major","2. Allegretto","Solo Piano","Paul Pitman","piano-midi.de","OP14NO1",205
2372,"Beethoven","Piano Sonata No 9 in E major","3. Rondo - Allegro comodo","Solo Piano","Paul Pitman","piano-midi.de","OP14NO1",228
2373,"Beethoven","Piano Sonata No 19 in G minor","1. Andante","Solo Piano","Paul Pitman","piano-midi.de","OP49NO1",318
2374,"Beethoven","Piano Sonata No 19 in G minor","2. Rondo: Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP49NO1",216
2376,"Beethoven","String Quartet No 8 in E minor","1. Allegro","String Quartet","European Archive","suzumedia","OP59NO2",581
2377,"Beethoven","String Quartet No 8 in E minor","2. Molto adagio","String Quartet","European Archive","suzumedia","OP59NO2",767
2379,"Beethoven","String Quartet No 8 in E minor","4. Finale, Presto, alla breve","String Quartet","European Archive","suzumedia","OP59NO2",334
2381,"Beethoven","String Quartet No 13 in B-flat major","1. Adagio, ma non troppo - Allegro","String Quartet","European Archive","suzumedia","OP130",560
2382,"Beethoven","String Quartet No 13 in B-flat major","2. Presto","String Quartet","European Archive","suzumedia","OP130",117
2383,"Beethoven","String Quartet No 13 in B-flat major","3. Andante con moto, ma non troppo. Poco scherzoso","String Quartet","European Archive","suzumedia","OP130",383
2384,"Beethoven","String Quartet No 13 in B-flat major","4. Alla danza tedesca. Allegro assai","String Quartet","European Archive","suzumedia","OP130",212
2388,"Beethoven","Piano Sonata No 17 in D minor","1. Largo - Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP31NO2",473
2389,"Beethoven","Piano Sonata No 17 in D minor","2. Adagio","Solo Piano","Paul Pitman","piano-midi.de","OP31NO2",449
2390,"Beethoven","Piano Sonata No 17 in D minor","3. Allegretto","Solo Piano","Paul Pitman","piano-midi.de","OP31NO2",392
2391,"Beethoven","Piano Sonata No 17 in D minor","1. Largo - Allegro","Solo Piano","Stefano Ligoratti","piano-midi.de","OP31NO2",473
2392,"Beethoven","Piano Sonata No 17 in D minor","2. Adagio","Solo Piano","Stefano Ligoratti","piano-midi.de","OP31NO2",437
2393,"Beethoven","Piano Sonata No 17 in D minor","3. Allegretto","Solo Piano","Stefano Ligoratti","piano-midi.de","OP31NO2",383
2397,"Beethoven","Violin Sonata No 9 in A major","1. Adagio sostenuto - Presto","Accompanied Violin","Edward Auer","Darren L. Slider","OP47",623
2398,"Beethoven","Violin Sonata No 9 in A major","2. Andante con variazioni","Accompanied Violin","Edward Auer","Darren L. Slider","OP47",910
2403,"Beethoven","String Quartet No 1 in F Major","4. Allegro","String Quartet","European Archive","suzumedia","OP18NO1",358
2404,"Beethoven","Piano Sonata No 20 in A-flat major","1. Moderato cantabile molto espressivo","Solo Piano","Paul Pitman","piano-midi.de","OP110",399
2405,"Beethoven","Piano Sonata No 20 in A-flat major","2. Allegro molto","Solo Piano","Paul Pitman","piano-midi.de","OP110",137
2406,"Beethoven","Piano Sonata No 20 in A-flat major","3. Adagio ma non troppo","Solo Piano","Paul Pitman","piano-midi.de","OP110",612
2410,"Beethoven","Piano Sonata No 13 in E-flat major","1. Andante - Allegro - Andante","Solo Piano","Paul Pitman","piano-midi.de","OP27NO1",313
2411,"Beethoven","Piano Sonata No 13 in E-flat major","2. Allegro molto e vivace","Solo Piano","Paul Pitman","piano-midi.de","OP27NO1",129
2415,"Beethoven","Sextet in E-flat major for Winds","2. Adagio","Pairs Clarinet-Horn-Bassoon","Skidmore Wind Ensemble","Edgard Bourgevin","OP71",227
2416,"Beethoven","Sextet in E-flat major for Winds","3. Menuetto. Quasi Allegretto - Trio","Pairs Clarinet-Horn-Bassoon","Skidmore Wind Ensemble","Edgard Bourgevin","OP71",139
2417,"Beethoven","Sextet in E-flat major for Winds","4. Rondo. Allegro","Pairs Clarinet-Horn-Bassoon","Skidmore Wind Ensemble","Edgard Bourgevin","OP71",227
2420,"Beethoven","Violin Sonata No 2 in A major","3. Allegro piacevole","Accompanied Violin","European Archive","Darren L. Slider","OP12NO2",236
2422,"Beethoven","Piano Sonata No 1 in F minor","1. Allegro","Solo Piano","Paul Pitman","suzumidi","OP2NO1",241
2423,"Beethoven","Piano Sonata No 1 in F minor","2. Adagio","Solo Piano","Paul Pitman","suzumidi","OP2NO1",297
2424,"Beethoven","Piano Sonata No 1 in F minor","3. Menuetto","Solo Piano","Paul Pitman","suzumidi","OP2NO1",202
2431,"Beethoven","String Quartet No 16 in F major","1. Allegretto","String Quartet","European Archive","suzumedia","OP135",320
2432,"Beethoven","String Quartet No 16 in F major","2. Vivace","String Quartet","European Archive","suzumedia","OP135",193
2433,"Beethoven","String Quartet No 16 in F major","3. Lento assai, cantante e tranquillo","String Quartet","European Archive","suzumedia","OP135",461
2436,"Beethoven","Piano Sonata No 21 in C major","1. Allegro con brio","Solo Piano","Paul Pitman","piano-midi.de","OP53",684
2441,"Beethoven","Piano Sonata No 29 in B-flat major","1. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP106",794
2442,"Beethoven","Piano Sonata No 29 in B-flat major","2. Scherzo: Assai vivace","Solo Piano","Paul Pitman","piano-midi.de","OP106",175
2443,"Beethoven","Piano Sonata No 29 in B-flat major","3. Adagio sostenuto","Solo Piano","Paul Pitman","piano-midi.de","OP106",1035
2444,"Beethoven","Piano Sonata No 29 in B-flat major","4. Introduzione: Largo...Allegro - Fuga: Allegro risoluto","Solo Piano","Paul Pitman","piano-midi.de","OP106",770
2451,"Beethoven","String Quartet No 6 in B-flat major","2. Adagio ma non troppo","String Quartet","Museopen","suzumedia","OP18NO6",421
2462,"Beethoven","Violin Sonata No 4 in A minor","2. Andante scherzoso, piu allegretto","Accompanied Violin","European Archive","Darren L. Slider","OP23",489
2463,"Beethoven","Violin Sonata No 4 in A minor","3. Allegro molto","Accompanied Violin","European Archive","Darren L. Slider","OP23",309
2466,"Beethoven","Violin Sonata No 4 in A minor","3. Allegro molto","Accompanied Violin","European Archive","Darren L. Slider","OP23",305
2471,"Beethoven","Piano Sonata No 3 in C major","2. Adagio","Solo Piano","Paul Pitman","piano-midi.de","OP2NO3",453
2472,"Beethoven","Piano Sonata No 3 in C major","3. Scherzo: Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP2NO3",215
2473,"Beethoven","Piano Sonata No 3 in C major","4. Allegro assai","Solo Piano","Paul Pitman","piano-midi.de","OP2NO3",335
2476,"Beethoven","Piano Sonata No 3 in C major","2. Adagio","Solo Piano","Glen W. Prillaman","piano-midi.de","OP2NO3",474
2477,"Beethoven","Piano Sonata No 3 in C major","3. Scherzo: Allegro","Solo Piano","Glen W. Prillaman","piano-midi.de","OP2NO3",220
2478,"Beethoven","Piano Sonata No 3 in C major","4. Allegro assai","Solo Piano","Glen W. Prillaman","piano-midi.de","OP2NO3",319
2480,"Beethoven","String Quartet No 5 in A major","1. Allegro","String Quartet","Pascal String Quartet","suzumedia","OP18NO5",395
2481,"Beethoven","String Quartet No 5 in A major","2. Menuetto","String Quartet","Pascal String Quartet","suzumedia","OP18NO5",354
2482,"Beethoven","String Quartet No 5 in A major","3. Andante cantabile (Theme with variations","String Quartet","Pascal String Quartet","suzumedia","OP18NO5",568
2483,"Beethoven","String Quartet No 5 in A major","4. Allegro","String Quartet","Pascal String Quartet","suzumedia","OP18NO5",367
2486,"Beethoven","Piano Sonata No 4 in E-flat major","2. Largo, con gran espressione","Solo Piano","Paul Pitman","piano-midi.de","OP7",448
2487,"Beethoven","Piano Sonata No 4 in E-flat major","3. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP7",339
2488,"Beethoven","Piano Sonata No 4 in E-flat major","4. Rondo: Poco allegretto e grazioso","Solo Piano","Paul Pitman","piano-midi.de","OP7",441
2490,"Beethoven","Piano Sonata No 4 in E-flat major","2. Largo, con gran espressione","Solo Piano","Konstantin Semilakovs","piano-midi.de","OP7",519
2491,"Beethoven","Piano Sonata No 4 in E-flat major","3. Allegro","Solo Piano","Konstantin Semilakovs","piano-midi.de","OP7",331
2492,"Beethoven","Piano Sonata No 4 in E-flat major","4. Rondo: Poco allegretto e grazioso","Solo Piano","Konstantin Semilakovs","piano-midi.de","OP7",480
2494,"Beethoven","String Quartet No 11 in F minor","1. Allegro con brio","String Quartet","Pascal String Quartet","suzumedia","OP95",297
2497,"Beethoven","String Quartet No 11 in F minor","4. Larghetto espressivo; Allegretto agitato; Allegro","String Quartet","Pascal String Quartet","suzumedia","OP95",294
2501,"Beethoven","Violin Sonata No 3 in E-flat major","2. Adagio con molta espressione","Accompanied Violin","Sayuri Yano","Darren L. Slider","OP12NO3",367
2502,"Beethoven","Violin Sonata No 3 in E-flat major","3. Rondo: Allegro molto","Accompanied Violin","Sayuri Yano","Darren L. Slider","OP12NO3",267
2504,"Beethoven","Octet in E-flat major for Winds","1. Allegro","Wind Octet","Soni Ventorum","Oliver Seely","OP103",460
2505,"Beethoven","Octet in E-flat major for Winds","2. Andante","Wind Octet","Soni Ventorum","Oliver Seely","OP103",489
2506,"Beethoven","Octet in E-flat major for Winds","3. Menuetto","Wind Octet","Soni Ventorum","Oliver Seely","OP103",187
2507,"Beethoven","Octet in E-flat major for Winds","4. Presto","Wind Octet","Soni Ventorum","Oliver Seely","OP103",217
2509,"Beethoven","Piano Sonata No 2 in A major","1. Allegro vivace","Solo Piano","Paul Pitman","piano-midi.de","OP2NO2",484
2510,"Beethoven","Piano Sonata No 2 in A major","2. Largo appassionato","Solo Piano","Paul Pitman","piano-midi.de","OP2NO2",452
2512,"Beethoven","Piano Sonata No 2 in A major","4. Rondo: Grazioso","Solo Piano","Paul Pitman","piano-midi.de","OP2NO2",423
2514,"Beethoven","Piano Sonata No 2 in A major","2. Largo appassionato","Solo Piano","Michael Sikich","piano-midi.de","OP2NO2",405
2516,"Beethoven","Piano Sonata No 2 in A major","4. Rondo: Grazioso","Solo Piano","Michael Sikich","piano-midi.de","OP2NO2",387
2521,"Beethoven","Cello Sonata No. 3 in A major","1. Allegro ma non tanto","Accompanied Cello","Hielko Ubels","suzumedia","OP69",751
2522,"Beethoven","Cello Sonata No. 3 in A major","2. Scherzo. Allegro molto","Accompanied Cello","Hielko Ubels","suzumedia","OP69",363
2523,"Beethoven","Cello Sonata No. 3 in A major","3. Adagio cantabile - Allegro vivace","Accompanied Cello","Hielko Ubels","suzumedia","OP69",558
2527,"Beethoven","Piano Sonata No 5 in C minor","1. Allegro molto e con brio","Solo Piano","Paul Pitman","piano-midi.de","OP10NO1",386
2528,"Beethoven","Piano Sonata No 5 in C minor","2. Adagio molto","Solo Piano","Paul Pitman","piano-midi.de","OP10NO1",463
2529,"Beethoven","Piano Sonata No 5 in C minor","3. Finale: Prestissimo","Solo Piano","Paul Pitman","piano-midi.de","OP10NO1",275
2530,"Beethoven","Piano Sonata No 20 in C minor","1. Maestoso - Allegro con brio ed appassionato","Solo Piano","Paul Pitman","piano-midi.de","OP111",562
2531,"Beethoven","Piano Sonata No 20 in C minor","2. Arietta: Adagio","Solo Piano","Paul Pitman","piano-midi.de","OP111",992
2532,"Beethoven","Piano Sonata No 20 in C minor","1. Maestoso - Allegro con brio ed appassionato","Solo Piano","Neal O’Doan","piano-midi.de","OP111",548
2533,"Beethoven","Piano Sonata No 20 in C minor","2. Arietta: Adagio","Solo Piano","Neal O’Doan","piano-midi.de","OP111",1067
2537,"Beethoven","Piano Sonata No 20 in G major","1. Allegro ma non troppo","Solo Piano","Paul Pitman","piano-midi.de","OP49NO2",286
2538,"Beethoven","Piano Sonata No 20 in G major","2. Tempo di Menuetto","Solo Piano","Paul Pitman","piano-midi.de","OP49NO2",212
2540,"Beethoven","Piano Sonata No 28 in A major","1. Etwas lebhaft und mit der innigsten Empfindung","Solo Piano","Paul Pitman","piano-midi.de","OP101",263
2542,"Beethoven","Piano Sonata No 28 in A major","3. Langsam und sehnsuchtsvoll","Solo Piano","Paul Pitman","piano-midi.de","OP101",650
2550,"Beethoven","Piano Sonata No 24 in F-sharp major","2. Allegro vivace","Solo Piano","Paul Pitman","piano-midi.de","OP78",180
2555,"Beethoven","Piano Sonata No 30 in E major","1. Vivace ma non troppo / Adagio espresivo","Solo Piano","Paul Pitman","piano-midi.de","OP109",223
2556,"Beethoven","Piano Sonata No 30 in E major","2. Prestissimo","Solo Piano","Paul Pitman","piano-midi.de","OP109",151
2557,"Beethoven","Piano Sonata No 30 in E major","3. Gesangvoll, mit innigster Empfindung","Solo Piano","Paul Pitman","piano-midi.de","OP109",762
2560,"Beethoven","String Quartet No 2 in G major","2. Adagio cantabile - Allegro - Tempo I","String Quartet","Pascal String Quartet","suzumedia","OP18NO2",379
2562,"Beethoven","String Quartet No 2 in G major","4. Allegro molto, quasi presto","String Quartet","Pascal String Quartet","suzumedia","OP18NO2",330
2564,"Beethoven","Piano Sonata No 11 in B-flat major","2. Adagio con molto espressione","Solo Piano","Paul Pitman","piano-midi.de","OP22",553
2566,"Beethoven","Piano Sonata No 11 in B-flat major","4. Rondo: Allegretto","Solo Piano","Paul Pitman","piano-midi.de","OP22",405
2567,"Beethoven","Piano Sonata No 27 in E minor","1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck","Solo Piano","Paul Pitman","piano-midi.de","OP90",387
2568,"Beethoven","Piano Sonata No 27 in E minor","2. Nicht zu geschwind und sehr singbar vorgetragen","Solo Piano","Paul Pitman","piano-midi.de","OP90",478
2570,"Beethoven","Violin Sonata No 7 in C minor","1. Allegro con brio","Accompanied Violin","Chris Borovas","Darren L. Slider","OP30NO2",507
2571,"Beethoven","Violin Sonata No 7 in C minor","2. Adagio cantibile","Accompanied Violin","Chris Borovas","Darren L. Slider","OP30NO2",540
2572,"Beethoven","Violin Sonata No 7 in C minor","3. Scherzo: Allegro","Accompanied Violin","Chris Borovas","Darren L. Slider","OP30NO2",201
2573,"Beethoven","Violin Sonata No 7 in C minor","4. Finale: Allegro; Presto","Accompanied Violin","Chris Borovas","Darren L. Slider","OP30NO2",340
2575,"Beethoven","Piano Sonata No 8 in C minor","2. Adagio cantabile","Solo Piano","Paul Pitman","piano-midi.de","OP13",303
2576,"Beethoven","Piano Sonata No 8 in C minor","3. Rondo: Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP13",279
2581,"Beethoven","Piano Sonata No 22 in F major","1. tempo d un menuetto","Solo Piano","Paul Pitman","piano-midi.de","OP54",345
2582,"Beethoven","Piano Sonata No 22 in F major","2. Allegretto - Piu allegro","Solo Piano","Paul Pitman","piano-midi.de","OP54",398
2586,"Beethoven","Cello Sonata No. 4 in C major","2. Adagio - Tempo d andante - Allegro vivace","Accompanied Cello","John Michel","suzumedia","OP102NO1",429
2588,"Beethoven","Piano Sonata No 12 in A-flat major","1. Andante con variazioni","Solo Piano","Paul Pitman","piano-midi.de","OP26",522
2590,"Beethoven","Piano Sonata No 12 in A-flat major","3. Maestoso andante","Solo Piano","Paul Pitman","piano-midi.de","OP26",390
2591,"Beethoven","Piano Sonata No 12 in A-flat major","4. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP26",179
2593,"Beethoven","Piano Sonata No 18 in E-flat major","1. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP31NO3",512
2594,"Beethoven","Piano Sonata No 18 in E-flat major","2. Scherzo: Allegretto vivace","Solo Piano","Paul Pitman","piano-midi.de","OP31NO3",319
2595,"Beethoven","Piano Sonata No 18 in E-flat major","3. Menuetto. Moderato e grazioso","Solo Piano","Paul Pitman","piano-midi.de","OP31NO3",307
2596,"Beethoven","Piano Sonata No 18 in E-flat major","4. Presto","Solo Piano","Paul Pitman","piano-midi.de","OP31NO3",325
2603,"Beethoven","Piano Sonata No 26 in E-flat major","1. Das Lebewohl","Solo Piano","Shuwen Zhang","piano-midi.de","OP81NO1",418
2607,"Beethoven","Piano Sonata No 16 in G major","2. Adagio grazioso","Solo Piano","Paul Pitman","piano-midi.de","OP31NO1",673
2608,"Beethoven","Piano Sonata No 16 in G major","3. Rondo, allegretto - presto","Solo Piano","Paul Pitman","piano-midi.de","OP31NO1",390
2611,"Beethoven","Piano Sonata No 7 in D major","2. Largo e mesto","Solo Piano","Paul Pitman","piano-midi.de","OP10NO3",563
2614,"Beethoven","Piano Sonata No 7 in D major","2. Largo e mesto","Solo Piano","Peter Bradley-Fulgoni","piano-midi.de","OP10NO3",635
2618,"Beethoven","Piano Sonata No 6 in F major","1. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP10NO2",364
2619,"Beethoven","Piano Sonata No 6 in F major","2. Allegretto","Solo Piano","Paul Pitman","piano-midi.de","OP10NO2",238
2620,"Beethoven","Piano Sonata No 6 in F major","3. Presto","Solo Piano","Paul Pitman","piano-midi.de","OP10NO2",159
2621,"Beethoven","String Quartet No 7 in F major","1. Allegro","String Quartet","European Archive","suzumedia","OP59NO1",648
2622,"Beethoven","String Quartet No 7 in F major","2. Allegretto vivace e sempre scherzando","String Quartet","European Archive","suzumedia","OP59NO1",507
2626,"Beethoven","Violin Sonata No 10 in G major","1. Allegro moderato","Accompanied Violin","Irrera Brothers","suzumedia","OP96",593
2627,"Beethoven","Violin Sonata No 10 in G major","2. Adagio espressivo","Accompanied Violin","Irrera Brothers","suzumedia","OP96",323
2628,"Beethoven","Violin Sonata No 10 in G major","3. Scherzo: Allegro - Trio","Accompanied Violin","Irrera Brothers","suzumedia","OP96",124
2629,"Beethoven","Violin Sonata No 10 in G major","4. Poco allegretto","Accompanied Violin","Irrera Brothers","suzumedia","OP96",517
2632,"Beethoven","Piano Sonata No 10 in G major","2. Andante","Solo Piano","Paul Pitman","piano-midi.de","OP14NO2",341
2633,"Beethoven","Piano Sonata No 10 in G major","3. Scherzo: Allegro assai","Solo Piano","Paul Pitman","piano-midi.de","OP14NO2",227
2659,"Bach","Violin Partita No 1 in B minor","6. Double","Solo Violin","John Garner","suzumidi","BWV1002",108
2677,"Beethoven","Piano Sonata No 9 in E major","1. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP14NO1",445
2678,"Beethoven","Piano Sonata No 10 in G major","1. Allegro","Solo Piano","Paul Pitman","piano-midi.de","OP14NO2",472
